Layer Name,EPSG,x_min,y_min,x_max,y_max
govmap:layer_tazarim,3857,34.5352333389191,30.9881755126809,35.4954956356696,33.0057252338267
govmap:layer_temp_bridge,3857,34.4892844079959,29.5800924951573,35.6600602077733,33.224429218528
govmap:layer_tender3786groups,3857,34.6851243494314,31.7312154536525,35.0062730345566,32.3903818359405
govmap:layer_tender3786lines,3857,34.3947566381305,30.4972907858052,35.7717903897148,33.3269626943777
govmap:layer_teva_ironi,3857,34.6048517939727,29.4877578822597,35.4490962929638,32.8399689268655
govmap:layer_teva_ironi_mifga,3857,33.9703183921121,26.9911516819529,36.0708852154863,35.3452316616858
govmap:layer_teva_ironi_nek,3857,33.9649408198528,26.9839849925107,36.0807985659627,35.3452139384522
govmap:layer_therapists,3857,34.3322773011007,29.5421366767422,35.7938902631028,33.2806846722684
govmap:layer_thumeitipul_avodasoc,3857,34.6184723304026,30.61110880346,35.2128392835848,31.3886502427284
govmap:layer_thumeitipul_hitamlut,3857,34.6197529388562,30.6102020260963,35.2169992021529,31.3092250096011
govmap:layer_tipat_halav,3857,33.1504030468917,28.1815181829318,37.0049525158735,35.4518231694557
govmap:layer_tma42_bicycle,3857,34.43207962104,29.5077853712782,35.8058972110915,33.2661308483054
govmap:layer_tma42_mahlef,3857,34.4390602445105,29.6322389382405,35.5612106617044,33.0378096790944
govmap:layer_tma42_mashnam,3857,34.4010196323521,29.6149334911455,35.5731850128798,32.5295993332202
govmap:layer_tma42_matham,3857,34.5869928032246,31.2429897671394,35.5858437495117,33.2210067927193
govmap:layer_tma42_minshak,3857,34.270476615918,29.4983289639783,35.8254183935102,33.1092908435442
govmap:layer_tma42_pass,3857,88467559511531,32.2010750978676,88467559511531,32.2010750978676
govmap:layer_tma42_rail,3857,34.4010196323523,29.5327913515236,35.6745807335847,33.2255517668424
govmap:layer_tma42_roads,3857,34.270476615918,29.49209768369,35.854241735194,33.2824726029263
govmap:layer_tma70_gvul,3857,34.7356250145167,31.8632409242374,34.9431830620753,32.2061825655284
govmap:layer_tma70_kavim,3857,34.6570996213249,31.8430382904569,34.9478089088841,32.2848833881996
govmap:layer_tma70_merhavim,3857,34.7379374756968,31.8656230261366,34.9390502335726,32.2049295270266
govmap:layer_tma70_polygons,3857,34.7356250145167,31.8632409242374,34.9431830620753,32.2061825655284
govmap:layer_tma70_sites,3857,34.7409199882923,31.8687152721619,34.9352946134415,32.2026704361961
govmap:layer_tma75_gvul,3857,35.0223946630764,32.746905054309,35.1225193164975,32.8374937785233
govmap:layer_tma75_hanhayot,3857,35.0225868609042,32.7524783780044,35.1207611046743,32.8026020306478
govmap:layer_tma75_kavim,3857,35.0225730554595,32.6851046250216,35.3346648014477,32.8336318849163
govmap:layer_tma75_points,3857,35.0488357780862,32.7695638647894,35.0758872937598,32.8251435558034
govmap:layer_tma75_polygons,3857,35.0223946673467,32.746905054309,35.1225193164975,32.8374937785233
govmap:layer_tma75_thom_hofi,3857,35.0436626031524,32.8216922208061,35.0555888997872,32.8345546274336
govmap:layer_tma_23,3857,34.3947889929738,29.5093455790369,35.6740579049644,33.2243907685594
govmap:layer_tma_23a4_dipo,3857,34.7369266996217,31.8712182532488,34.9545162005704,32.1852915948123
govmap:layer_tma_23a4_lines,3857,34.7398127125416,31.8663622328693,34.9546122967915,32.194702524261
govmap:layer_tma_3,3857,34.267723378495,29.488208044049,35.853839745411,33.3266369179121
govmap:layer_tma_3_plans,3857,34.5589062082861,30.9579623487283,35.6009257916997,33.24433361525
govmap:layer_tma_3_points,3857,34.525714249154,29.6322235704629,35.5857978155197,33.2210242600728
govmap:layer_tochnint_melayzamin,3857,34.395600908618,29.5548939537026,35.7899749929887,33.2003605613872
govmap:layer_tochnint_potential_meforatot,3857,34.3689993779687,29.5386686693845,35.7612138838406,33.2600103547743
govmap:layer_tochnint_potential_mitar,3857,34.5504322700447,29.5381699680505,35.7897660731156,33.2602293104301
govmap:layer_tochnint_potential_tichrish,3857,34.53948736001,29.538878082848,35.5583057723506,32.9961447188058
govmap:layer_tochnintastrategitlediyur,3857,34.3689993779687,29.5381699680505,35.7899749929887,33.2602293104301
govmap:layer_tochniot,3857,32.8581514260843,26.0785505010966,35.8953835619697,33.335148102238
govmap:layer_tochniotavoda,3857,32.940739196878,26.0783985758094,35.7764461084743,33.260301162323
govmap:layer_tochniotshivuk,3857,34.2799713814608,29.5355490520068,35.8431886879372,33.2908993673717
govmap:layer_topoclimate_area,3857,34.267339242298,29.481205578129,35.8952844361215,33.3339685247937
govmap:layer_tourism_applicationdata_pt,3857,33.2344027282128,26.63143922586,36.9429414302854,36.1880607286843
govmap:layer_tourism_applicationdata_pt_eng,3857,33.2344027282128,26.63143922586,36.9429414302854,36.1880607286843
govmap:layer_tourism_atm_pt_eng,3857,33.6198908331147,26.7301554296105,36.7088607041158,36.091072919384
govmap:layer_tourism_directions_pt,3857,34.779376275643,29.5575066778654,35.5361952635119,32.9273676600616
govmap:layer_tourism_directions_pt_eng,3857,34.199572038489,27.7188846864632,36.1159995006658,35.1595746487467
govmap:layer_tourism_fieldcamping_pt_eng,3857,34.0930028598559,26.7107715786715,36.3875234349709,36.038963573877
govmap:layer_tourism_gasstations_pt_eng,3857,33.3626825787325,26.7679994316989,36.8277989770043,36.066906917618
govmap:layer_tourism_healthservices_pt,3857,34.5593583860964,29.5553326778381,35.5672193892411,32.996997960264
govmap:layer_tourism_healthservices_pt_eng,3857,33.0249609039214,25.4759675022456,36.6832056611474,39.0738514208872
govmap:layer_tourism_motorcyclerental_pt,3857,34.773717273632,29.5440876766725,34.9312243829863,32.097489659367
govmap:layer_tourism_motorcyclerental_pt_eng,3857,34.6534857976664,27.6290361896517,35.0514558589518,34.0125411463879
govmap:layer_tourism_sites_pt,3857,34.773717273632,29.5440876766725,34.9312243829863,32.097489659367
govmap:layer_tourism_sites_pt_eng,3857,34.8241989762265,30.9955699043246,35.3682991691252,33.5910061240006
govmap:layer_tourism_vatrefundstores_pt,3857,33.6950458442037,26.7947526814047,36.5578017006263,35.9755926690543
govmap:layer_tourism_vatrefundstores_pt_eng,3857,33.6950458442037,26.7947526814047,36.5578017006263,35.9755926690543
govmap:layer_tourism_vod_pt,3857,34.032462864952,26.9531496340205,36.3251217232557,35.7423311199029
govmap:layer_tourism_vod_pt_eng,3857,34.0879097477911,26.9531496340205,36.301014343109,35.7423311199029
govmap:layer_tourism_womendotourism_pt,3857,34.4774419030842,29.9244882373278,35.7344842578174,34.350964994223
govmap:layer_tourism_womendotourism_pt_eng,3857,28.9483255111593,28.2665048722403,38.1503015071289,38.2195928460937
govmap:layer_tracks,3857,33.4967948238998,26.7003030309351,36.790144628103,36.1031155181289
govmap:layer_traders,3857,33.3818072040972,23.5820954549669,36.6999493505133,37.2791957693045
govmap:layer_tradingsettl,3857,33.0869009935233,26.7517198098295,37.0362564030662,36.075657257987
govmap:layer_traffic_light_junction,3857,34.5623711383971,29.7067939037395,35.5746967752828,33.2221368592208
govmap:layer_trafsheets,3857,34.2630754008318,29.2821372568457,35.9203667751387,33.3378712761312
govmap:layer_train_statoins,3857,33.8726041243814,29.6174044652953,36.1898846216019,34.4567539488838
govmap:layer_train_tracks_status,3857,34.3950176703204,29.5318400929215,35.6715738367835,33.1982189786533
govmap:layer_trans_poi,3857,33.775089994134,26.702818569639,36.3514303034358,36.0000399385513
govmap:layer_translicensingoffices,3857,34.1900582345559,29.6308426685413,36.072790323345,34.4036626737655
govmap:layer_transparencyauthorities,3857,34.524458310508,29.4949829666481,35.6007839227541,33.2299897725317
govmap:layer_tsunami_area10m,3857,34.2121274863757,31.3145908545343,35.1766645830441,33.0976507872744
govmap:layer_tsunami_azafa5m,3857,34.215657767786,31.3203516651296,35.1312912971273,33.0978027149309
govmap:layer_tsunami_directsign,3857,34.0736066318889,30.5875129324197,35.630923430352,34.1658781994034
govmap:layer_tsunami_path_milut,3857,34.5428592775661,31.6610536253983,35.1129863874829,33.0803332670688
govmap:layer_ttl_transport,3857,34.5551064232567,30.9572808585819,35.576338906684,33.0057561135845
govmap:layer_tunnels,3857,34.6360256958392,29.8324255702012,35.5366458788481,33.0862661575129
govmap:layer_tzoarim_mekomi,3857,34.5088062652188,29.4877578822597,35.6048491501773,33.2324391162001
govmap:layer_tzoarimchinuch,3857,209610565552396,31.7799512625536,209610565552396,31.7799512625536
govmap:layer_tzoarimeconomy,3857,209610565552396,31.7799512625536,209610565552396,31.7799512625536
govmap:layer_tzoarimfinance,3857,209610565552396,31.7799512625536,209610565552396,31.7799512625536
govmap:layer_tzoarimhealth,3857,34.7834680052892,31.7799512625536,35.2096105655524,32.4372475744504
govmap:layer_tzoarimhon,3857,209610565552396,31.7799512625536,209610565552396,31.7799512625536
govmap:layer_tzoarimmediniut,3857,209610565552396,31.7799512625536,209610565552396,31.7799512625536
govmap:layer_tzoarimmishpat,3857,209610565552396,31.7799512625536,209610565552396,31.7799512625536
govmap:layer_tzoarimrevacha,3857,209610565552396,31.7799512625536,209610565552396,31.7799512625536
govmap:layer_tzoarimsecurity,3857,209610565552396,31.7799512625536,209610565552396,31.7799512625536
govmap:layer_tzoarimshiltonmekomi,3857,209610565552396,31.7799512625536,209610565552396,31.7799512625536
govmap:layer_tzoarimsport,3857,209610565552396,31.7799512625536,209610565552396,31.7799512625536
govmap:layer_tzoarimtaasuka,3857,209610565552396,31.7799512625536,209610565552396,31.7799512625536
govmap:layer_tzoarimtashtiot,3857,209610565552396,31.7799512625536,209610565552396,31.7799512625536
govmap:layer_tzoarimtech,3857,209610565552396,31.7799512625536,209610565552396,31.7799512625536
govmap:layer_tzoarimteva,3857,209610565552396,31.7799512625536,209610565552396,31.7799512625536
govmap:layer_unionbld,3857,34.2845308600469,29.7916598864236,35.841435995882,33.2514733365476
govmap:layer_urbanrenewal_declered,3857,34.5822917873089,31.2511174389123,35.297675682258,33.0083454933209
govmap:layer_urbanrenewal_masterplans_moch,3857,34.6497222012495,31.2437869270625,35.2417945516522,32.9403195483235
govmap:layer_urbanrenewal_setl,3857,34.524458310508,29.4944990889976,35.5581309810005,33.0435377030847
govmap:layer_urbanrenewal_settlment,3857,34.5244562903671,29.4921024690668,35.5945084213999,33.2300202538389
govmap:layer_vaadot_behirot,3857,34.2674996322993,29.4878859015191,35.8953835619697,33.3350891906456
govmap:layer_vacenters,3857,34.5635832863678,29.5550926775138,35.6999462596541,33.1972786726462
govmap:layer_vatmal,3857,34.7084746108862,31.2712835361228,35.4082790256225,32.9865409644569
govmap:layer_veterinaryoffices,3857,34.165018766354,29.9548366384199,36.1386955228946,34.2583821191165
govmap:layer_veterinaryregions,3857,34.266932412728,29.4904233681294,35.8953318100463,33.3340723308243
govmap:layer_veterinaryregions_eng,3857,34.266932412728,29.4904233681294,35.8953318100463,33.3340723308243
govmap:layer_vor,3857,34.7057885363673,29.9524817345597,35.5885504716216,32.9960173126735
govmap:layer_wastewater_areas,3857,34.2670100776727,29.4926344051196,35.8910331687777,33.3358467364287
govmap:layer_water_flow,3857,34.2288168804533,29.483278741848,35.9396174387112,33.6155589720643
govmap:layer_westnilevirus,3857,33.7420480873533,28.9139786006319,36.5394235905013,35.1063712402265
govmap:layer_wind_speed_contours,3857,34.3710893122028,29.4915629738197,35.8626293433503,33.3243240966052
govmap:layer_wind_speed_polygons,3857,34.2674254544365,29.4905487910491,35.8952402555462,33.3338852420951
govmap:layer_wind_speed_uncertain,3857,34.8944849289272,31.1261510036032,35.8691900267359,33.3339712011807
govmap:layer_winery,3857,30.8112060111265,20.6780688733783,37.9954042449614,38.6243046100901
govmap:layer_winery_eng,3857,30.8112060111265,20.6780688733783,37.9954042449614,38.6243046100901
govmap:layer_workinghours_transport,3857,34.2669324104309,29.4879001526033,35.895331864711,33.334072176381
govmap:layer_workplan,3857,34.3623810098982,29.5292465650299,35.6760243243289,33.2245982969277
govmap:layer_workplan2020,3857,34.271522170097,29.9035588239737,35.5900745112803,33.2245982969277
govmap:layer_wplan2019q2,3857,34.271522170097,29.5318400929215,35.5852858854928,33.2245982969277
govmap:layer_wplan2021,3857,34.5449437399775,29.5087271824267,35.590607485502,33.2245982969277
govmap:layer_wplan2022,3857,34.3623810098982,29.5292465650299,35.590607485502,33.2245982969277
govmap:layer_wplan_muni,3857,34.4203480353966,29.5617216496905,35.6158626464285,33.2818582647238
govmap:layer_wreckedships,3857,33.7865453141269,30.2460083470974,35.5922247604048,34.1863159297026
govmap:layer_wtrplnsts,3857,33.6711854726738,29.5600367040908,36.5072146644757,34.7292630510507
govmap:layer_yad_sarah,3857,33.175444213387,26.8041951782422,36.9325410464027,35.9705416470278
govmap:layer_yahas_0312,3857,34.2674762260155,29.4877697252573,35.8953835598381,33.335148102238
govmap:layer_yeshuvim_et_atika,3857,33.0491479831533,26.6224518246401,37.2701680382222,36.1682796332004
govmap:layer_yeted,3857,33.3727242700118,26.81090768012,36.9862123009352,35.9667576703815
govmap:layer_young_ctr,3857,33.4206986608152,26.7955120132133,36.6643008939515,35.9654467116311
govmap:layer_zchut_derech,3857,34.270801279692,29.6420602458621,35.7608249321075,33.277270029509
govmap:layer_zihum,3857,33.8572478674745,29.6930384919306,36.3189506192147,34.2843489262032
govmap:layer_zimmer,3857,33.2896389801675,28.1766691840087,36.8158725730822,35.4627941669821
govmap:layer_zimmer_eng,3857,27.0546212732568,27.0540865921828,39.5477900350895,38.087982215468
govmap:layer_zvirim,3857,34.6727066524558,30.6277784218497,35.2851447431322,31.4330883253517
